order_id,customer_id,product_id,date_order,product_price,quantity
order_326,customer_70,product_150,2023-05-13,32.773196409417196,1
order_68,customer_123,product_97,2023-03-22,49.630816717319526,1
order_381,customer_125,product_235,2023-04-25,53.041351412493135,1
order_231,customer_75,product_108,2023-02-17,37.42280298280971,1
order_167,customer_157,product_154,2023-03-10,54.38649722348801,1
order_172,customer_43,product_73,2023-06-10,43.319068445450384,1
order_324,customer_51,product_115,2023-07-21,50.461370937234754,1
order_347,customer_101,product_6,2023-10-27,49.46815362274017,2
order_233,customer_48,product_31,2023-03-05,53.43983245798408,1
order_427,customer_25,product_178,2023-11-08,49.34162690574403,1
order_305,customer_65,product_69,2023-08-27,52.86736460450273,1
order_453,customer_43,product_116,2023-11-18,56.441933400546034,2
order_129,customer_15,product_110,2023-04-04,35.86149358682731,1
order_250,customer_21,product_22,2023-11-19,43.8977518928023,3
order_214,customer_12,product_93,2023-07-12,56.722018117179836,1
order_384,customer_21,product_36,2023-05-16,61.87514471952355,1
order_78,customer_21,product_119,2023-12-02,53.99051607814592,1
order_22,customer_102,product_279,2023-04-07,60.63189923417515,1
order_343,customer_166,product_247,2023-08-04,55.39307544962379,2
order_198,customer_90,product_213,2023-06-30,66.71132677335382,1
order_129,customer_23,product_296,2023-01-27,48.28366466407195,1
order_59,customer_151,product_242,2023-10-15,38.93855038727242,1
order_54,customer_131,product_197,2023-04-02,47.42660532302804,1
order_197,customer_38,product_186,2023-12-25,39.62001277504983,4
order_332,customer_42,product_246,2023-11-01,40.543849359202724,1
order_405,customer_61,product_201,2023-06-29,55.67642637943726,2
order_290,customer_200,product_298,2023-06-21,41.701836184078765,2
order_95,customer_46,product_132,2023-11-17,31.959727615735567,2
order_244,customer_185,product_17,2023-01-08,47.911309171093606,1
order_460,customer_68,product_34,2023-09-30,41.47032528466448,1
order_427,customer_9,product_183,2023-11-26,51.864402959315115,1
order_360,customer_155,product_257,2023-12-01,55.332852102391726,1
order_120,customer_58,product_209,2023-11-11,52.75708031969647,1
order_130,customer_188,product_138,2023-12-04,54.760021250688105,3
order_355,customer_97,product_119,2023-06-15,57.83684839608159,1
order_275,customer_130,product_258,2023-05-25,45.6171496856916,2
order_91,customer_111,product_92,2023-10-25,62.30049026829289,1
order_158,customer_21,product_265,2023-02-15,64.05061156834348,2
order_160,customer_35,product_184,2023-04-20,61.52262475283568,1
order_110,customer_3,product_102,2023-10-18,52.628426548176776,2
order_207,customer_134,product_24,2023-04-21,48.52724169014544,1
order_434,customer_193,product_235,2023-02-19,31.954015149234007,1
order_254,customer_162,product_69,2023-06-10,64.9695660824556,3
order_19,customer_97,product_284,2023-10-27,49.64950120005052,2
order_366,customer_199,product_48,2023-01-16,62.53564254151056,1
order_468,customer_199,product_236,2023-06-05,49.48061655047814,1
order_46,customer_74,product_127,2023-09-15,44.10880074803399,1
order_314,customer_47,product_13,2023-09-14,42.307690726754146,2
order_55,customer_116,product_157,2023-03-11,64.95944368299888,1
order_207,customer_14,product_172,2023-03-29,26.440148815383935,1
order_201,customer_27,product_63,2023-11-17,51.929047227148814,1
order_394,customer_137,product_149,2023-10-07,48.394499374804745,1
order_379,customer_132,product_210,2023-07-07,30.491123177369552,1
order_235,customer_27,product_71,2023-08-09,59.24060670905492,2
order_97,customer_151,product_132,2023-10-16,32.24618037801768,1
order_75,customer_152,product_135,2023-09-16,48.145656114169064,1
order_255,customer_161,product_249,2023-08-31,60.474500507689775,1
order_170,customer_142,product_145,2023-08-09,48.72506563170673,1
order_414,customer_187,product_77,2023-12-30,47.377370302390574,3
order_340,customer_116,product_160,2023-12-03,33.73189662657748,1
order_430,customer_94,product_24,2023-11-23,38.85480431419268,2
order_97,customer_137,product_243,2023-03-10,43.90855552013257,1
order_205,customer_51,product_14,2023-08-30,49.39008189748158,1
order_134,customer_90,product_270,2023-02-10,42.491412499229185,1
order_301,customer_115,product_214,2023-12-30,36.52207816191152,1
order_418,customer_146,product_37,2023-05-29,51.10001934138396,1
order_255,customer_31,product_8,2023-02-22,29.48090631254956,1
order_272,customer_192,product_51,2023-07-03,69.27731613684861,2
order_300,customer_42,product_204,2023-01-01,39.11290653603825,3
order_149,customer_145,product_161,2023-05-31,59.57590167051521,3
order_117,customer_25,product_243,2023-04-21,45.43184711551108,1
order_372,customer_107,product_67,2023-02-19,52.18739611933298,1
order_251,customer_187,product_224,2023-03-17,37.74000481466542,2
order_225,customer_25,product_237,2023-03-01,34.191320350249406,3
order_344,customer_177,product_203,2023-02-07,55.335147427314794,3
order_263,customer_17,product_263,2023-10-17,61.74444802717633,1
order_60,customer_1,product_265,2023-09-27,44.92115810112544,1
order_365,customer_68,product_268,2023-06-11,46.08774808662892,2
order_445,customer_14,product_71,2023-10-23,51.38484220539281,1
order_412,customer_177,product_226,2023-02-07,50.46295012459268,1
order_388,customer_179,product_237,2023-05-20,57.65835206600838,1
order_491,customer_197,product_175,2023-01-28,49.27327204552121,1
order_97,customer_168,product_224,2023-03-17,56.00254873325184,1
order_217,customer_2,product_29,2023-12-21,43.938915563871696,1
order_438,customer_129,product_287,2023-05-25,45.79877916823601,2
order_157,customer_75,product_23,2023-03-24,48.26864772257761,2
order_134,customer_153,product_146,2023-11-11,43.44746158780217,1
order_310,customer_127,product_128,2023-03-26,51.41872600828882,1
order_226,customer_108,product_43,2023-07-12,42.28191774187088,1
order_265,customer_59,product_25,2023-11-24,47.50444616610087,1
order_354,customer_76,product_198,2023-01-20,57.22463367059379,1
order_96,customer_146,product_146,2023-09-10,53.38945538625076,2
order_427,customer_142,product_258,2023-01-21,43.550768524723125,2
order_370,customer_65,product_222,2023-09-22,69.85874376662824,1
order_466,customer_119,product_62,2023-08-20,52.040950346394546,2
order_392,customer_76,product_234,2023-05-24,53.276045640490814,1
order_241,customer_105,product_176,2023-07-19,55.41785046684026,1
order_411,customer_88,product_249,2023-03-08,46.865672387527184,1
order_410,customer_41,product_249,2023-10-31,33.13868624042361,3
order_416,customer_183,product_279,2023-08-31,49.70754677742438,1
order_4,customer_20,product_166,2023-06-19,54.09676104021737,1
order_346,customer_61,product_178,2023-05-16,63.31990027022176,1
order_291,customer_122,product_279,2023-01-16,42.79308317344522,1
order_456,customer_154,product_125,2023-03-12,50.49970952575707,1
order_265,customer_154,product_148,2023-01-18,29.20337305312053,1
order_12,customer_79,product_228,2023-11-03,69.21901647099153,3
order_256,customer_3,product_49,2023-08-09,24.887560146630303,2
order_331,customer_92,product_159,2023-11-14,48.66600622574896,1
order_468,customer_150,product_244,2023-07-03,48.053587716813695,1
order_425,customer_79,product_67,2023-07-13,53.52510322948986,1
order_458,customer_75,product_210,2023-04-08,47.5336311692942,1
order_191,customer_111,product_276,2023-07-11,48.38144800812791,2
order_101,customer_178,product_104,2023-05-06,62.955179549718565,2
order_293,customer_117,product_229,2023-06-10,52.54087517890097,2
order_237,customer_35,product_13,2023-09-01,34.81173506390428,1
order_213,customer_154,product_269,2023-03-18,39.9937357680909,1
order_201,customer_135,product_9,2023-05-17,42.470511137386595,1
order_110,customer_118,product_141,2023-11-21,43.407299839202956,2
order_289,customer_153,product_58,2023-04-04,57.12339771560806,1
order_489,customer_34,product_22,2023-03-14,56.16696365795082,2
order_35,customer_22,product_176,2023-06-24,52.84719331449786,1
order_342,customer_177,product_177,2023-10-27,51.67593910166714,1
order_9,customer_151,product_34,2023-07-06,64.5560159519196,1
order_146,customer_15,product_213,2023-03-24,56.31810745454423,1
order_43,customer_66,product_100,2023-03-19,43.728469573045956,1
order_12,customer_84,product_260,2023-03-11,70.87750877343757,1
order_14,customer_149,product_197,2023-04-11,51.67432465295998,1
order_92,customer_113,product_228,2023-02-23,64.6047637438702,3
order_358,customer_68,product_235,2023-04-13,68.97409612275649,1
order_485,customer_162,product_23,2023-05-24,45.687604095756846,1
order_259,customer_169,product_282,2023-05-08,33.667861986679284,1
order_351,customer_141,product_91,2023-01-19,47.747434057693596,1
order_198,customer_3,product_83,2023-03-10,56.96911844142492,1
order_229,customer_157,product_253,2023-01-18,44.5144161527858,1
order_16,customer_63,product_97,2023-07-17,57.266544258034756,1
order_446,customer_42,product_51,2023-03-28,63.3107560394981,1
order_463,customer_71,product_96,2023-02-18,57.64957752747014,1
order_170,customer_32,product_226,2023-10-12,56.62964517729077,3
order_22,customer_184,product_47,2023-11-16,38.3221271388713,2
order_472,customer_85,product_256,2023-03-16,56.750079426175546,1
order_345,customer_67,product_86,2023-01-08,56.80096990428296,1
order_106,customer_90,product_241,2023-08-02,53.38296243136306,1
order_495,customer_2,product_97,2023-03-30,49.54609993468177,3
order_482,customer_179,product_282,2023-06-27,52.03166940287811,1
order_441,customer_64,product_148,2023-04-21,70.46185271587888,2
order_238,customer_41,product_227,2023-08-09,46.59026367250103,1
order_321,customer_62,product_188,2023-06-06,52.296183465639565,2
order_472,customer_2,product_14,2023-08-10,76.47572218023141,1
order_115,customer_172,product_26,2023-12-20,52.730115150817625,2
order_9,customer_25,product_247,2023-08-04,58.1965960919541,1
order_203,customer_24,product_32,2023-07-09,52.19865316408769,1
order_229,customer_139,product_270,2023-11-17,61.77524292668015,1
order_106,customer_65,product_77,2023-04-10,31.71044916184186,1
order_251,customer_111,product_68,2023-02-19,25.842379381977963,1
order_159,customer_60,product_82,2023-10-01,56.192889675467185,1
order_298,customer_164,product_17,2023-03-16,47.54141106174547,1
order_451,customer_87,product_194,2023-06-29,57.55482746380974,1
order_25,customer_6,product_90,2023-05-06,51.22089278729378,1
order_113,customer_99,product_20,2023-12-16,35.07844723355538,1
order_458,customer_18,product_58,2023-05-26,31.70743999836416,1
order_450,customer_173,product_110,2023-12-26,54.95540572041204,1
order_349,customer_96,product_135,2023-07-06,50.62418906895421,1
order_193,customer_180,product_78,2023-11-21,46.644040859411966,1
order_170,customer_101,product_134,2023-06-25,51.22951404083956,2
order_399,customer_16,product_120,2023-01-06,65.24477509693153,1
order_63,customer_137,product_258,2023-01-24,49.21091537158534,1
order_260,customer_135,product_114,2023-04-14,40.24528670978782,1
order_191,customer_5,product_219,2023-03-05,43.84177464827192,1
order_363,customer_187,product_244,2023-07-17,36.424129766751314,1
order_493,customer_102,product_218,2023-12-17,52.87550930052004,1
order_223,customer_183,product_254,2023-08-12,53.56123891551908,2
order_427,customer_108,product_248,2023-02-13,56.138069726803025,1
order_336,customer_163,product_28,2023-04-10,42.1305639736495,1
order_432,customer_97,product_143,2023-11-16,62.03453599631132,1
order_498,customer_200,product_94,2023-07-15,40.82386510473974,1
order_408,customer_5,product_58,2023-05-04,51.13981947436047,1
order_71,customer_123,product_128,2023-03-03,39.86240482849803,1
order_405,customer_19,product_85,2023-12-03,40.75446368276826,2
order_425,customer_179,product_3,2023-11-11,32.84105097266619,1
order_286,customer_61,product_14,2023-06-10,37.42802867102856,1
order_317,customer_144,product_119,2023-12-21,48.92107253958136,2
order_42,customer_156,product_72,2023-01-17,48.07488815818502,1
order_404,customer_53,product_292,2023-04-04,51.02962196060545,2
order_414,customer_149,product_231,2023-07-25,57.965727716120405,1
order_408,customer_198,product_126,2023-02-09,65.71640703099439,1
order_289,customer_139,product_134,2023-02-01,56.51262837374705,1
order_195,customer_98,product_55,2023-10-04,55.03830860781632,2
order_424,customer_36,product_115,2023-03-10,56.08352265614773,1
order_315,customer_183,product_29,2023-09-29,41.79642233015074,2
order_213,customer_123,product_218,2023-11-03,52.682980223046584,1
order_362,customer_184,product_124,2023-08-01,34.228467306557384,3
order_354,customer_86,product_216,2023-07-07,46.82887229992533,1
order_369,customer_154,product_2,2023-06-18,69.26291182828763,1
order_24,customer_125,product_183,2023-09-29,35.65748222488194,3
order_401,customer_173,product_32,2023-02-10,48.34197267298953,2
order_454,customer_125,product_160,2023-05-16,56.08695481991827,1
order_417,customer_112,product_158,2023-02-07,53.189516343280715,1
order_343,customer_135,product_127,2023-12-12,43.54714434425555,1
order_439,customer_17,product_54,2023-02-07,46.636591769203065,1
order_362,customer_184,product_42,2023-05-11,51.07861465978059,4
order_268,customer_74,product_197,2023-09-05,52.12947941388519,1
order_96,customer_76,product_88,2023-11-29,46.7661078719472,1
order_178,customer_69,product_110,2023-10-19,52.869188809301185,3
order_483,customer_107,product_62,2023-11-16,39.202536777733556,1
order_20,customer_177,product_213,2023-12-25,70.87789421717567,1
order_427,customer_69,product_42,2023-10-10,63.53947861636588,1
order_412,customer_135,product_86,2023-03-16,64.70399101807423,1
order_458,customer_11,product_238,2023-03-23,52.93176260839173,1
order_205,customer_149,product_94,2023-10-11,67.67774728460374,1
order_181,customer_101,product_272,2023-09-26,55.51365983226179,2
order_385,customer_89,product_225,2023-01-10,53.296890865170546,2
order_158,customer_100,product_93,2023-02-27,42.03429622201677,1
order_129,customer_161,product_61,2023-10-13,40.27215021568064,1
order_88,customer_94,product_215,2023-07-23,38.97230393682463,2
order_439,customer_79,product_66,2023-02-15,43.31524567560002,1
order_393,customer_29,product_45,2023-10-07,32.82730242194142,1
order_412,customer_199,product_220,2023-12-13,40.60377478634713,1
order_486,customer_60,product_243,2023-08-09,53.38129488760555,1
order_211,customer_27,product_183,2023-03-31,44.10150071354667,1
order_25,customer_18,product_159,2023-11-21,52.49193215903294,1
order_159,customer_42,product_42,2023-05-21,40.80466321124505,2
order_9,customer_42,product_271,2023-12-20,32.01361807593783,1
order_301,customer_175,product_167,2023-11-29,43.57066617485599,1
order_420,customer_77,product_123,2023-05-18,43.95709029307286,1
order_422,customer_91,product_37,2023-11-16,40.3191758503848,1
order_58,customer_194,product_16,2023-11-29,57.36930271727281,3
order_310,customer_13,product_234,2023-04-05,39.32161313969619,1
order_118,customer_86,product_296,2023-05-14,44.4934786638805,1
order_500,customer_76,product_77,2023-09-22,50.48087588221301,1
order_434,customer_184,product_106,2023-09-21,46.57852977090923,1
order_137,customer_198,product_89,2023-11-02,27.66877513292737,1
order_78,customer_17,product_246,2023-07-01,54.46867172655509,1
order_342,customer_83,product_222,2023-12-06,71.46586668465048,1
order_9,customer_149,product_188,2023-06-17,37.98133309190075,1
order_401,customer_133,product_64,2023-06-10,50.73944364311598,1
order_136,customer_140,product_128,2023-03-29,48.37177236392743,1
order_332,customer_72,product_141,2023-08-06,48.84170045056691,1
order_118,customer_135,product_201,2023-11-10,46.2226657917078,1
order_148,customer_149,product_241,2023-05-08,44.41845153637222,1
order_350,customer_199,product_91,2023-11-16,57.44846512383245,2
order_211,customer_128,product_146,2023-11-30,50.91167831550969,1
order_212,customer_94,product_157,2023-10-30,67.29914551514923,1
order_469,customer_150,product_269,2023-05-30,38.4619200047856,1
order_275,customer_151,product_256,2023-12-11,66.0687917512575,1
order_13,customer_119,product_19,2023-11-28,47.8644800211759,1
order_101,customer_199,product_260,2023-04-18,28.95469817592335,1
order_157,customer_171,product_19,2023-07-03,34.39832440531546,1
order_7,customer_87,product_153,2023-02-06,38.52436646017377,3
order_353,customer_184,product_175,2023-04-25,49.59646839716867,3
order_169,customer_132,product_277,2023-07-04,50.47101884021688,3
order_270,customer_149,product_39,2023-10-01,32.03121824061402,1
order_481,customer_124,product_156,2023-05-01,48.8933116855257,1
order_293,customer_19,product_111,2023-03-21,65.14886434249685,1
order_287,customer_151,product_288,2023-04-03,48.44758421122103,1
order_180,customer_49,product_186,2023-06-10,43.06862430656582,1
order_125,customer_58,product_7,2023-08-28,48.32294287485859,1
order_58,customer_122,product_246,2023-09-15,58.26397419085488,1
order_84,customer_100,product_75,2023-07-08,52.874207580059675,1
order_239,customer_48,product_107,2023-02-17,55.435634706928134,1
order_263,customer_173,product_112,2023-10-28,45.06244197691938,1
order_104,customer_43,product_94,2023-02-05,40.179231082369654,1
order_465,customer_112,product_96,2023-07-17,48.691033530827866,1
order_391,customer_57,product_143,2023-10-30,38.74916264252808,1
order_486,customer_154,product_239,2023-11-22,40.396122614648604,2
order_239,customer_60,product_221,2023-05-21,58.358780278497804,1
order_18,customer_108,product_172,2023-12-03,40.820356326713004,1
order_479,customer_11,product_215,2023-08-17,31.61050009840953,1
order_97,customer_111,product_49,2023-10-06,59.540416067821106,1
order_354,customer_170,product_3,2023-09-18,40.664529227988865,1
order_319,customer_79,product_107,2023-04-22,76.7539582473189,1
order_400,customer_40,product_50,2023-06-05,56.4053051300875,1
order_90,customer_186,product_277,2023-05-26,47.716549962273824,2
order_112,customer_13,product_222,2023-06-09,28.5024102091597,4
order_400,customer_98,product_58,2023-02-07,51.51835138092379,1
order_98,customer_16,product_113,2023-11-24,48.97160710302685,1
order_155,customer_69,product_155,2023-09-01,49.57989347587973,2
order_310,customer_165,product_203,2023-03-30,40.68356371375865,1
order_381,customer_176,product_76,2023-07-12,40.20910701337041,2
order_80,customer_29,product_55,2023-06-26,49.1038241205128,2
order_156,customer_60,product_51,2023-12-17,42.24334257643797,2
order_488,customer_31,product_284,2023-09-08,56.127803721493585,1
order_450,customer_144,product_90,2023-08-02,40.5221235007704,1
order_132,customer_42,product_39,2023-10-14,36.304736387941134,2
order_386,customer_200,product_42,2023-09-17,51.07252660081059,1
order_208,customer_111,product_40,2023-12-20,53.360342849967566,2
order_247,customer_100,product_184,2023-08-05,56.411817096991506,1
order_158,customer_67,product_295,2023-12-09,41.99750304468398,1
order_20,customer_185,product_130,2023-07-16,64.48475835248716,1
order_279,customer_168,product_189,2023-02-26,34.504352008371114,3
order_104,customer_127,product_279,2023-01-21,59.1736772615857,1
order_106,customer_28,product_164,2023-02-13,68.55915713958711,1
order_125,customer_161,product_130,2023-07-18,45.93155233012415,1
order_321,customer_79,product_208,2023-02-16,63.61608737872038,1
order_161,customer_5,product_168,2023-02-11,52.49872812120708,2
order_358,customer_88,product_183,2023-07-03,59.892831040102664,1
order_300,customer_71,product_150,2023-01-21,50.89490438439978,4
order_148,customer_37,product_23,2023-07-26,32.65084268903528,1
order_151,customer_66,product_267,2023-09-27,58.60912451838855,1
order_17,customer_49,product_271,2023-05-28,31.69975498193024,1
order_230,customer_124,product_146,2023-07-18,40.60490024677024,1
order_308,customer_52,product_197,2023-12-08,60.73386798752388,1
order_225,customer_71,product_159,2023-06-15,83.09053917973159,1
order_92,customer_82,product_213,2023-07-28,47.31929644278963,1
order_114,customer_18,product_251,2023-10-23,57.17020097602045,1
order_491,customer_91,product_112,2023-08-29,51.44904899799624,4
order_63,customer_160,product_180,2023-01-20,48.865622391208774,1
order_391,customer_132,product_49,2023-02-04,60.67351804045359,2
order_168,customer_199,product_120,2023-10-15,53.67230208269409,1
order_391,customer_157,product_91,2023-08-19,46.3896843140197,2
order_401,customer_182,product_23,2023-12-19,49.55078353644744,3
order_307,customer_134,product_189,2023-12-20,58.10284264955762,1
order_284,customer_176,product_50,2023-08-12,69.63129467070647,1
order_182,customer_159,product_230,2023-06-14,61.997036961580484,1
order_220,customer_124,product_138,2023-03-17,58.64540079270816,1
order_225,customer_12,product_60,2023-09-20,48.79567100052948,1
order_78,customer_162,product_87,2023-11-06,59.988507542814396,2
order_130,customer_78,product_177,2023-04-18,54.07167347916162,1
order_250,customer_80,product_293,2023-04-01,44.46279286299057,2
order_197,customer_121,product_168,2023-07-31,43.978214791454654,1
order_134,customer_120,product_146,2023-11-22,42.71157060349501,3
order_133,customer_5,product_116,2023-09-30,35.25146578556417,1
order_348,customer_42,product_181,2023-08-07,54.93491495466916,1
order_199,customer_91,product_2,2023-03-01,53.94451761702403,1
order_43,customer_61,product_19,2023-06-15,41.8534837418221,1
order_40,customer_193,product_6,2023-11-28,66.62758992507348,2
order_98,customer_200,product_38,2023-06-07,55.133219328394645,1
order_484,customer_32,product_79,2023-06-27,55.03735085995357,1
order_302,customer_105,product_163,2023-02-19,56.52527311672966,1
order_340,customer_161,product_184,2023-03-08,43.77191410264121,1
order_81,customer_17,product_104,2023-03-29,38.16180118604139,2
order_177,customer_17,product_228,2023-01-20,34.15367278927518,1
order_165,customer_151,product_244,2023-12-05,62.50419796482642,2
order_408,customer_200,product_160,2023-06-10,47.10375410903931,1
order_346,customer_3,product_51,2023-03-07,37.957305494717225,1
order_418,customer_179,product_164,2023-03-19,42.15878709425713,4
order_201,customer_37,product_217,2023-03-22,56.202657038117614,1
order_281,customer_76,product_139,2023-06-27,50.477688477546785,1
order_479,customer_113,product_114,2023-11-09,46.766892786995804,1
order_479,customer_29,product_206,2023-03-22,34.40292729289418,1
order_429,customer_177,product_71,2023-09-06,52.51492078955015,1
order_299,customer_179,product_101,2023-10-25,52.230526051697865,1
order_82,customer_67,product_114,2023-09-10,31.272039819231654,2
order_386,customer_31,product_99,2023-04-11,54.21341720456619,1
order_185,customer_100,product_205,2023-11-30,44.37351944504984,1
order_284,customer_196,product_233,2023-07-15,55.791046276168395,1
order_7,customer_110,product_179,2023-10-14,57.04928627409529,2
order_30,customer_144,product_149,2023-08-04,44.77834694435998,1
order_4,customer_183,product_142,2023-12-23,70.42307300124719,1
order_124,customer_132,product_89,2023-11-21,43.4066140476547,1
order_219,customer_152,product_237,2023-01-20,40.912609949787566,1
order_98,customer_63,product_114,2023-11-23,58.38272108664969,1
order_15,customer_46,product_138,2023-08-10,31.165933681725896,1
order_63,customer_178,product_17,2023-01-07,64.80201098798366,1
order_440,customer_124,product_259,2023-06-24,49.48190115787731,1
order_9,customer_82,product_129,2023-03-10,53.630695222854484,1
order_213,customer_122,product_248,2023-09-09,49.16313083299545,1
order_355,customer_149,product_4,2023-09-09,27.833506027882553,4
order_47,customer_184,product_278,2023-03-15,57.83206252746904,1
order_461,customer_54,product_20,2023-11-19,26.81434874573725,1
order_92,customer_163,product_14,2023-02-18,61.61602815214626,1
order_149,customer_115,product_288,2023-04-01,50.64550590699474,1
order_63,customer_139,product_114,2023-06-15,55.9757453213898,1
order_67,customer_135,product_138,2023-06-18,44.76064107322028,1
order_368,customer_96,product_212,2023-04-02,61.04393103880034,1
order_426,customer_13,product_275,2023-01-02,43.087563299782936,1
order_266,customer_187,product_107,2023-05-21,40.05192860805707,1
order_358,customer_56,product_247,2023-03-02,52.667169676124445,1
order_360,customer_38,product_47,2023-01-28,61.86840997886183,1
order_487,customer_59,product_246,2023-10-01,44.65163935708231,2
order_171,customer_162,product_8,2023-04-02,46.428048849200835,1
order_227,customer_197,product_27,2023-01-27,47.25549247635974,1
order_331,customer_166,product_64,2023-10-30,66.0754576506973,2
order_12,customer_189,product_184,2023-08-28,45.88555894777846,1
order_185,customer_95,product_32,2023-01-09,49.389564072015965,1
order_110,customer_65,product_208,2023-07-23,37.284964597496334,1
order_478,customer_70,product_92,2023-02-11,44.90107574505824,2
order_366,customer_131,product_196,2023-07-01,69.20174413871459,1
order_129,customer_32,product_129,2023-06-15,30.95133369243639,1
order_479,customer_22,product_77,2023-12-11,43.93455711421595,1
order_368,customer_99,product_273,2023-07-04,51.83763900779758,1
order_268,customer_56,product_184,2023-05-14,36.921644703627976,3
order_383,customer_171,product_185,2023-09-07,45.717279189196276,1
order_378,customer_68,product_50,2023-07-14,51.15000320599324,1
order_21,customer_152,product_178,2023-11-20,74.81862638581535,2
order_258,customer_13,product_161,2023-01-11,38.88776932425199,1
order_280,customer_151,product_97,2023-06-15,45.260524348193165,1
order_327,customer_142,product_211,2023-08-18,52.79086832375509,1
order_439,customer_135,product_94,2023-02-12,57.24586050974501,1
order_441,customer_120,product_40,2023-12-07,50.19432669751942,1
order_302,customer_108,product_160,2023-10-16,36.45213934259349,2
order_316,customer_37,product_92,2023-04-19,41.56616177372808,2
order_240,customer_71,product_12,2023-11-24,42.774286079442156,1
order_156,customer_76,product_60,2023-03-02,47.245792532796635,1
order_322,customer_80,product_244,2023-09-08,50.0191254056191,3
order_34,customer_168,product_30,2023-05-19,44.82189230292705,1
order_455,customer_84,product_2,2023-04-19,50.619319321084646,1
order_222,customer_72,product_266,2023-02-11,47.48339697643785,1
order_33,customer_43,product_33,2023-09-13,30.689322058779943,1
order_205,customer_95,product_180,2023-02-03,49.21958864913799,3
order_428,customer_135,product_286,2023-10-02,50.007622521375765,1
order_156,customer_108,product_287,2023-03-12,46.436065534099384,1
order_443,customer_126,product_209,2023-01-02,78.2627119351613,1
order_498,customer_30,product_229,2023-10-30,47.33480735547926,1
order_439,customer_85,product_138,2023-12-15,66.02921158050205,1
order_496,customer_153,product_107,2023-09-19,45.33069425217893,2
order_105,customer_83,product_265,2023-10-02,41.609700023986974,1
order_371,customer_139,product_261,2023-10-04,68.56881037625367,1
order_296,customer_180,product_102,2023-07-05,42.23555680533622,1
order_378,customer_144,product_261,2023-04-18,48.31511907012605,1
order_42,customer_40,product_254,2023-10-19,56.555412018389426,1
order_26,customer_16,product_47,2023-11-24,28.675755241691935,1
order_25,customer_21,product_106,2023-12-15,59.09365483971271,2
order_129,customer_95,product_104,2023-01-28,34.656341095884855,1
order_465,customer_154,product_77,2023-04-20,56.71823420578072,1
order_362,customer_40,product_132,2023-03-07,48.78480800763927,2
order_183,customer_98,product_292,2023-01-06,68.04398855072859,1
order_196,customer_155,product_44,2023-11-16,56.87325346970927,3
